input_location,latitude,longitude,bbl,fireBattalion,censusTract2010
701 W 177 ST,40.847608241506336,-73.93825787762218,1021760074,13, 265  
701 W 177 ST,40.847608241506336,-73.93825787762218,1021760074,13, 265  
701 W 177 ST,40.847608241506336,-73.93825787762218,1021760074,13, 265  
2410 8 AVE,40.81304384700906,-73.94905903953787,1019330050,11, 224  
2410 8 AVE,40.81304384700906,-73.94905903953787,1019330050,11, 224  
38 LUDLOW ST,40.71605004651612,-73.99041534950335,1003100003,04,  16  
38 LUDLOW ST,40.71605004651612,-73.99041534950335,1003100003,04,  16  
2333 DAVIDSON AVE,40.859840072561575,-73.90418123611565,2031980042,19, 253  
170 ELIZABETH ST,40.72094149149028,-73.99483754554643,1004780015,02,  41  
570 SMITH ST,40.67172518006044,-73.99962148307323,3004860023,32,  53  
570 SMITH ST,40.67172518006044,-73.99962148307323,3004860023,32,  53  
461 OAKDALE ST,40.54012451599196,-74.16564752128374,5053240243,23, 15602
461 OAKDALE ST,40.54012451599196,-74.16564752128374,5053240243,23, 15602
249-21 147 AVE,40.6573079446542,-73.73812971291017,4135830038,54, 664  
249-21 147 AVE,40.6573079446542,-73.73812971291017,4135830038,54, 664  
3605 HOLLAND AVE,40.87897393981512,-73.86380812858259,2046610023,27, 380  
2362 RYER,40.85880856232911,-73.89834800600741,2031510026,18, 38301
2362 RYER,40.85880856232911,-73.89834800600741,2031510026,18, 38301
3209 TENBROECK AVE,40.871552374079066,-73.85270847963884,2046160069,15, 348  
3209 TENBROECK AVE,40.871552374079066,-73.85270847963884,2046160069,15, 348  
75-13 JAMAICA AVE,40.69146204718482,-73.8663150732526,4088350021,51,   2  
75-13 JAMAICA AVE,40.69146204718482,-73.8663150732526,4088350021,51,   2  
5101 SNYDER AVE,40.65018697646878,-73.92905998939874,3046990042,58, 862  
5101 SNYDER AVE,40.65018697646878,-73.92905998939874,3046990042,58, 862  
3720 AVE J,40.627408735131034,-73.94001427810174,3076190039,33, 740  
330 MOSELY AVE,40.541967434539224,-74.16863117542437,5055930042,23, 17011
330 MOSELY AVE,40.541967434539224,-74.16863117542437,5055930042,23, 17011
215 W 28 ST,40.747543607622745,-73.99406315259928,1007780031,07,  95  
98-31 65 RD,40.72861975759299,-73.85642314814665,4021030001,50, 71304
1074 BOSTON RD,40.8269593503919,-73.90525838599022,2026330016,26, 185  
98-31 65 RD,40.72861975759299,-73.85642314814665,4021030001,50, 71304
1074 BOSTON RD,40.8269593503919,-73.90525838599022,2026330016,26, 185  
1074 BOSTON RD,40.8269593503919,-73.90525838599022,2026330016,26, 185  
3100 OCEAN PARKWAY,40.57586732903243,-73.96863898194928,3072820062,43, 35602
3100 OCEAN PARKWAY,40.57586732903243,-73.96863898194928,3072820062,43, 35602
364 W 52 ST,40.764393045699876,-73.98724247624254,1010420059,09, 133  
364 W 52 ST,40.764393045699876,-73.98724247624254,1010420059,09, 133  
2860 BRONX PARK E,40.86739623975237,-73.87046273056264,2045060040,27, 336  
157 E 18 ST,40.73617418196628,-73.98625195800895,1008747501,06,  50  
157 E 18 ST,40.73617418196628,-73.98625195800895,1008747501,06,  50  
35 ALLEN ST,40.71589646636212,-73.99207834249968,1003000020,04,  16  
35 ALLEN ST,40.71589646636212,-73.99207834249968,1003000020,04,  16  
1103 FOREST AVE,40.827001022797624,-73.9025663901432,2026510048,26, 135  
1103 FOREST AVE,40.827001022797624,-73.9025663901432,2026510048,26, 135  
108 NEPTUNE LA,40.80689224906887,-73.85256981283202,2034327501,03,   4  
140-26 160 ST,40.669590138402725,-73.77542744283522,4123150042,54, 294  
108 NEPTUNE LA,40.80689224906887,-73.85256981283202,2034327501,03,   4  
140-46 160 ST,40.669581904099836,-73.77542747056006,4123150051,54, 294  
66-17 DOUGLASTON PKWY,40.751689551957966,-73.74042955078674,4082890005,53,152901
66-17 DOUGLASTON PKWY,40.751689551957966,-73.74042955078674,4082890005,53,152901
277 WEST END AVE,40.78033684218868,-73.9841016335257,1011840019,11, 159  
277 WEST END AVE,40.78033684218868,-73.9841016335257,1011840019,11, 159  
1231 OVINGTON AVE,40.62497592881147,-74.00484882784156,3057670074,42, 196  
1231 OVINGTON AVE,40.62497592881147,-74.00484882784156,3057670074,42, 196  
25 MONUMENT WALK,40.69557257924762,-73.9789505372938,3020340001,31,  2901
831 WARING AVE,40.86126360277689,-73.86250315706651,2044380007,15, 328  
831 WARING AVE,40.86126360277689,-73.86250315706651,2044380007,15, 328  
72-60 AMSTEL BLVD,40.59255817226671,-73.80117557907768,NA,47, 954  
BEACH 74 ST,NA,NA,NA,NA,NA
305 W 76 ST,40.78261208237524,-73.98308280895782,1011850065,11, 163  
305 W 76 ST,40.78261208237524,-73.98308280895782,1011850065,11, 163  
303 W 76 ST,40.782559914334605,-73.98296005080306,1011850066,11, 163  
235 E 40 ST,40.74886377039725,-73.9738917898029,1013147501,08,  88  
780 WALES AVE,NA,NA,NA,NA,NA
780 WALES AVE,NA,NA,NA,NA,NA
1593 UNION ST,40.668208863478895,-73.93796253875232,3013940059,38, 337  
31 EARLEY ST,40.84268547104515,-73.78712054131357,2056260318,20, 516  
31 EARLEY ST,40.84268547104515,-73.78712054131357,2056260318,20, 516  
2501 FULTON ST,40.67749689001987,-73.90201329479507,3015470001,44, 367  
179-16 90 AVE,40.710699545098876,-73.78302965492196,4098950053,50, 468  
179-16 90 AVE,40.710699545098876,-73.78302965492196,4098950053,50, 468  
4917 5 AVE,40.64551210536586,-74.00988441933089,3007840003,40,  98  
110 SPARTAN AVE,40.62582050281115,-74.16538108284388,5016720016,22, 30302
110 SPARTAN AVE,40.62582050281115,-74.16538108284388,5016720016,22, 30302
5811 PRESTON CT,40.63933803408968,-73.92240925291638,3079320234,58, 94401
975 ESSEX ST,40.66037867939252,-73.87473216534242,3044070015,39,1078  
975 ESSEX ST,40.66037867939252,-73.87473216534242,3044070015,39,1078  
747 10 AVE,40.76509334779488,-73.99150211470403,1010799029,09, 135  
135 RICHARDS ST,40.67720054133109,-74.01035058400049,3005570001,32,  85  
135 RICHARDS ST,40.67720054133109,-74.01035058400049,3005570001,32,  85  
830 LOGAN AVE,40.82952905088982,-73.8221881126524,2054290018,20, 162  
609 TINTON AVE,40.814169407972386,-73.90580765151535,2026530042,26,  79  
830 LOGAN AVE,40.82952905088982,-73.8221881126524,2054290018,20, 162  
725 E 226 ST,40.88816833625488,-73.85897189483205,2048400032,15, 406  
725 E 226 ST,40.88816833625488,-73.85897189483205,2048400032,15, 406  
1272 E 52 ST,40.629102354473225,-73.92602377507306,3077770072,33, 728  
1257 E 52 ST,40.62935213483357,-73.92603070347717,NA,58, 728  
3400 FULTON ST,40.68423118009641,-73.87011905848708,3041490021,39,1184  
1755 BRUCKNER BLVD,40.825291363922815,-73.86713379261352,2037250001,03,  44  
3400 FULTON ST,40.68423118009641,-73.87011905848708,3041490021,39,1184  
3400 FULTON ST,40.68423118009641,-73.87011905848708,3041490021,39,1184  
55 BATTERY PL,40.70643965365818,-74.0178175941308,1000160040,01, 31704
609 CRESCENT ST,40.67272967252235,-73.86933033551426,3042680021,39,1208  
338 EAST 70 STREET,40.76674916451531,-73.95757810682105,1014440130,10, 126  
338 EAST 70 STREET,40.76674916451531,-73.95757810682105,1014440130,10, 126  
475 HEMLOCK ST,40.67788475862278,-73.86967715559409,3042000009,39,1190  
475 HEMLOCK ST,40.67788475862278,-73.86967715559409,3042000009,39,1190  
301 E 10 ST,40.72760166756902,-73.98162473204556,1004040055,04,  34  
1258 LORING AVE,40.66732907844645,-73.86554878203009,3045100001,39,1214  
1258 LORING AVE,40.66732907844645,-73.86554878203009,3045100001,39,1214  
1258 LORING AVE,40.66732907844645,-73.86554878203009,3045100001,39,1214  
100 BELMONT PL,40.64263585095212,-74.07966290650745,5000200008,21,   9  
119-30 METROPOLITAN AVE,40.71640947022181,-73.96274339219717,3023587504,35, 555  
119-30 METROPOLITAN AVE,40.71640947022181,-73.96274339219717,3023587504,35, 555  
100 BELMONT PL,40.64263585095212,-74.07966290650745,5000200008,21,   9  
40-50 DENMAN ST,40.74733198103118,-73.87640926401075,4015530001,46, 469  
40-50 DENMAN ST,40.74733198103118,-73.87640926401075,4015530001,46, 469  
NA,NA,NA,NA,NA,NA
631 E 220 ST,40.884867290124696,-73.86423003373268,2046550001,27, 394  
631 E 220 ST,40.884867290124696,-73.86423003373268,2046550001,27, 394  
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
180 E 18 ST,40.736003963192495,-73.98588754465095,NA,06,  50  
180 E 18 ST,40.736003963192495,-73.98588754465095,NA,06,  50  
180 E 18 ST,40.736003963192495,-73.98588754465095,NA,06,  50  
905 5 AVE,40.772236292993185,-73.96718901155788,1013860069,10, 130  
180 E 18 STREET,40.736003963192495,-73.98588754465095,NA,06,  50  
1701 ALBEMARLE ROAD,40.64692851303219,-73.96342723146404,3050970120,41, 512  
463 E TREMONT AVE,40.84711345247551,-73.89843455223104,2030340049,18, 395  
463 E TREMONT AVE,40.84711345247551,-73.89843455223104,2030340049,18, 395  
2937 8TH AVE,40.829500727256395,-73.93703525936526,1021060003,16, 24302
2937 8TH AVE,40.829500727256395,-73.93703525936526,1021060003,16, 24302
1331 BROOKLYN AVE,40.640697613281354,-73.94267594163271,3049700077,41, 832  
1331 BROOKLYN AVE,40.640697613281354,-73.94267594163271,3049700077,41, 832  
260 SCHENCK AVE,40.67469908444734,-73.88895978233457,3039790028,44,1152  
260 SCHENCK AVE,40.67469908444734,-73.88895978233457,3039790028,44,1152  
2270 UNIVERSITY AVE,40.86037216481708,-73.90707258998889,2032120015,19, 253  
2270 UNIVERSITY AVE,40.86037216481708,-73.90707258998889,2032120015,19, 253  
152 E 171 ST,40.84020956835147,-73.91416984533421,2028330014,17, 223  
152 E 171 ST,40.84020956835147,-73.91416984533421,2028330014,17, 223  
1451 52ND ST,40.631349042981434,-73.99053919919491,3056570048,48, 236  
1451 52ND ST,40.631349042981434,-73.99053919919491,3056570048,48, 236  
257 BAY 41 ST,40.59211223647274,-73.99085441199703,3068960005,43, 304  
257 BAY 41 ST,40.59211223647274,-73.99085441199703,3068960005,43, 304  
94-02 42ND AVE,40.74541052308211,-73.87127734395406,4015920001,46, 465  
94-02 42ND AVE,40.74541052308211,-73.87127734395406,4015920001,46, 465  
94-02 42ND AVE,40.74541052308211,-73.87127734395406,4015920001,46, 465  
NA,NA,NA,NA,NA,NA
BELT PKWAY W,NA,NA,NA,NA,NA
23-29 STEINWAY ST,40.770596454604046,-73.90880082521143,4007930063,49, 137  
23-29 STEINWAY ST,40.770596454604046,-73.90880082521143,4007930063,49, 137  
160 NORWOOD,40.875377390578016,-73.87505392509217,2033530040,27, 42902
87-40 165 ST,40.70948338616872,-73.79798813357753,4098360001,50, 44602
160 NORWOOD,40.875377390578016,-73.87505392509217,2033530040,27, 42902
NA,NA,NA,NA,NA,NA
312 W 109 ST,40.803888751251314,-73.9679211098417,1018930025,11, 195  
312 W 109 ST,40.803888751251314,-73.9679211098417,1018930025,11, 195  
4374 WILDER AVE,40.8988067202412,-73.84402095578227,2050590036,15, 444  
4374 WILDER AVE,40.8988067202412,-73.84402095578227,2050590036,15, 444  
4374 WILDER AVE,40.8988067202412,-73.84402095578227,2050590036,15, 444  
178 AVE D,40.72589579695267,-73.9744131031993,1003670001,04,  24  
178 AVE D,40.72589579695267,-73.9744131031993,1003670001,04,  24  
150-65 87 RD,40.70752165162721,-73.80642693630247,4097070055,50, 236  
NA,NA,NA,NA,NA,NA
419 THROOP AVE,40.68852506118376,-73.94203265060943,3018060008,57, 279  
26-15 24 AVE,40.77433366422154,-73.91827321558347,4008540074,49,  97  
26-15 24 AVE,40.77433366422154,-73.91827321558347,4008540074,49,  97  
235 E 96 ST,40.78469039089141,-73.94812380677527,1016467501,10, 15602
235 E 96 ST,40.78469039089141,-73.94812380677527,1016467501,10, 15602
1764 BERGEN ST,40.674667110869315,-73.92389310157344,3013570028,38, 307  
1764 BERGEN ST,40.674667110869315,-73.92389310157344,3013570028,38, 307  
92-35 51 AVE,40.74032351446921,-73.87040305554926,4018660039,46, 459  
712 MANHATTAN AVE,40.72588862785156,-73.95198308162747,3026200040,28, 561  
21-06 33 ST,40.65839085762851,-74.00662812847423,3006790001,40,  18  
21-06 33 ST,40.65839085762851,-74.00662812847423,3006790001,40,  18  
327 BEACH 149 ST,40.571238890821874,-73.8652022697773,4163060023,47, 922  
336 BEACH 149 ST,40.57138169228807,-73.86526317330585,4163050061,47, 922  
3000 BRONX PARK E,40.869948884528675,-73.87053007135489,2045430001,27, 336  
3000 BRONX PARK E,40.869948884528675,-73.87053007135489,2045430001,27, 336  
70 AMSTERDAM AVE,40.77263810151365,-73.98600253440924,1011540101,09, 151  
229 W 101 ST,40.797955134606326,-73.96970456640845,1018730010,11, 187  
229 W 101 ST,40.797955134606326,-73.96970456640845,1018730010,11, 187  
229 W 101 ST,40.797955134606326,-73.96970456640845,1018730010,11, 187  
229 W 101 ST,40.797955134606326,-73.96970456640845,1018730010,11, 187  
94 MONROE ST,40.684899704760554,-73.95544876788094,3019880017,57, 229  
106-35 159 ST,40.69757517654981,-73.79564764394189,4101270001,50, 254  
106-35 159 ST,40.69757517654981,-73.79564764394189,4101270001,50, 254  
845 DEAN ST,40.67884417083231,-73.96148809940802,3011330001,57, 305  
845 DEAN ST,40.67884417083231,-73.96148809940802,3011330001,57, 305  
8621 16 AVE,40.609528068896985,-74.00786941846417,3063630032,42, 180  
8621 16 AVE,40.609528068896985,-74.00786941846417,3063630032,42, 180  
130-23 58 AVE,40.74615401268342,-73.83448260495243,4063520058,52, 80301
130-23 58 AVE,40.74615401268342,-73.83448260495243,4063520058,52, 80301
325 ATLANTIC AVE,40.68813279947558,-73.98790611268105,3001760041,31,  43  
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
FOR SMOKE,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
